raw_daily,raw_weekly,prefecture,date,symptoms_harmonized_daily
7,27,Aichi,2019.07.01,7.00875
21,27,Aichi,2019.07.02,21.026251
18,27,Aichi,2019.07.03,18.022499
23,27,Aichi,2019.07.04,23.028751
24,27,Aichi,2019.07.05,24.030001
9,27,Aichi,2019.07.06,9.0112495
39,30,Aichi,2019.07.07,19.796577
48,30,Aichi,2019.07.08,24.365019
37,30,Aichi,2019.07.09,18.781368
41,30,Aichi,2019.07.10,20.811785
22,30,Aichi,2019.07.11,11.1673
33,30,Aichi,2019.07.12,16.75095
43,30,Aichi,2019.07.13,21.826996
28,30,Aichi,2019.07.14,13.642336
41,30,Aichi,2019.07.15,19.976276
46,30,Aichi,2019.07.16,22.412409
45,30,Aichi,2019.07.17,21.925182
30,30,Aichi,2019.07.18,14.616788
22,30,Aichi,2019.07.19,10.718977
62,30,Aichi,2019.07.20,30.208027
43,32,Aichi,2019.07.21,21.041924
26,32,Aichi,2019.07.22,12.723022
65,32,Aichi,2019.07.23,31.807558
42,32,Aichi,2019.07.24,20.552576
27,32,Aichi,2019.07.25,13.21237
37,32,Aichi,2019.07.26,18.105841
51,32,Aichi,2019.07.27,24.956697
41,28,Aichi,2019.07.28,20.936884
26,28,Aichi,2019.07.29,13.277049
42,28,Aichi,2019.07.30,21.44754
19,28,Aichi,2019.07.31,9.7024584
31,28,Aichi,2019.08.01,15.830328
31,28,Aichi,2019.08.02,15.830328
54,28,Aichi,2019.08.03,27.575409
37,26,Aichi,2019.08.04,17.911715
34,26,Aichi,2019.08.05,16.459414
38,26,Aichi,2019.08.06,18.395815
44,26,Aichi,2019.08.07,21.300417
41,26,Aichi,2019.08.08,19.848116
18,26,Aichi,2019.08.09,8.7138071
27,26,Aichi,2019.08.10,13.07071
27,24,Aichi,2019.08.11,13.66635
26,24,Aichi,2019.08.12,13.16019
22,24,Aichi,2019.08.13,11.135545
24,24,Aichi,2019.08.14,12.147867
42,24,Aichi,2019.08.15,21.258766
42,24,Aichi,2019.08.16,21.258766
28,24,Aichi,2019.08.17,14.172512
25,25,Aichi,2019.08.18,12.306417
39,25,Aichi,2019.08.19,19.198009
61,25,Aichi,2019.08.20,30.027657
25,25,Aichi,2019.08.21,12.306417
40,25,Aichi,2019.08.22,19.690266
25,25,Aichi,2019.08.23,12.306417
11,25,Aichi,2019.08.24,5.4148235
22,22,Aichi,2019.08.25,10.354808
29,22,Aichi,2019.08.26,13.64952
25,22,Aichi,2019.08.27,11.766828
29,22,Aichi,2019.08.28,13.64952
36,22,Aichi,2019.08.29,16.944231
28,22,Aichi,2019.08.30,13.178846
39,22,Aichi,2019.08.31,18.356249
49,31,Aichi,2019.09.01,23.801231
