date,raw_daily,prefecture
2004-11-29,0.0,Hokkaido
2004-11-30,0.0,Hokkaido
2004-12-01,0.0,Hokkaido
2004-12-02,0.0,Hokkaido
2004-12-03,0.0,Hokkaido
2004-12-04,0.0,Hokkaido
2004-12-05,0.0,Hokkaido
2004-12-06,0.0,Hokkaido
2004-12-07,0.0,Hokkaido
2004-12-08,0.0,Hokkaido
2004-12-09,0.0,Hokkaido
2004-12-10,0.0,Hokkaido
2004-12-11,0.0,Hokkaido
2004-12-12,0.0,Hokkaido
2004-12-13,85.0,Hokkaido
2004-12-14,0.0,Hokkaido
2004-12-15,87.0,Hokkaido
2004-12-16,0.0,Hokkaido
2004-12-17,0.0,Hokkaido
2004-12-18,0.0,Hokkaido
2004-12-19,0.0,Hokkaido
2004-12-20,0.0,Hokkaido
2004-12-21,0.0,Hokkaido
2004-12-22,0.0,Hokkaido
2004-12-23,0.0,Hokkaido
2004-12-24,0.0,Hokkaido
2004-12-25,0.0,Hokkaido
2004-12-26,0.0,Hokkaido
2004-12-27,0.0,Hokkaido
2004-12-28,0.0,Hokkaido
2004-12-29,0.0,Hokkaido
2004-12-30,0.0,Hokkaido
2004-12-31,0.0,Hokkaido
2005-01-01,0.0,Hokkaido
2005-01-02,0.0,Hokkaido
2005-01-03,0.0,Hokkaido
2005-01-04,0.0,Hokkaido
2005-01-05,0.0,Hokkaido
2005-01-06,0.0,Hokkaido
2005-01-07,0.0,Hokkaido
2005-01-08,0.0,Hokkaido
2005-01-09,0.0,Hokkaido
2005-01-10,42.0,Hokkaido
2005-01-11,33.0,Hokkaido
2005-01-12,0.0,Hokkaido
2005-01-13,0.0,Hokkaido
2005-01-14,0.0,Hokkaido
2005-01-15,0.0,Hokkaido
2005-01-16,0.0,Hokkaido
2005-01-17,31.0,Hokkaido
2005-01-18,0.0,Hokkaido
2005-01-19,0.0,Hokkaido
2005-01-20,0.0,Hokkaido
2005-01-21,0.0,Hokkaido
2005-01-22,0.0,Hokkaido
2005-01-23,0.0,Hokkaido
2005-01-24,0.0,Hokkaido
2005-01-25,0.0,Hokkaido
2005-01-26,0.0,Hokkaido
2005-01-27,0.0,Hokkaido
2005-01-28,35.0,Hokkaido
2005-01-29,0.0,Hokkaido
2005-01-30,0.0,Hokkaido
2005-01-31,33.0,Hokkaido
2005-02-01,0.0,Hokkaido
2005-02-02,32.0,Hokkaido
2005-02-03,0.0,Hokkaido
2005-02-04,0.0,Hokkaido
2005-02-05,40.0,Hokkaido
2005-02-06,0.0,Hokkaido
2005-02-07,0.0,Hokkaido
2005-02-08,33.0,Hokkaido
2005-02-09,0.0,Hokkaido
2005-02-10,67.0,Hokkaido
2005-02-11,0.0,Hokkaido
2005-02-12,0.0,Hokkaido
2005-02-13,0.0,Hokkaido
2005-02-14,0.0,Hokkaido
2005-02-15,0.0,Hokkaido
2005-02-16,0.0,Hokkaido
2005-02-17,34.0,Hokkaido
2005-02-18,35.0,Hokkaido
2005-02-19,0.0,Hokkaido
2005-02-20,0.0,Hokkaido
2005-02-21,0.0,Hokkaido
2005-02-22,70.0,Hokkaido
2005-02-23,0.0,Hokkaido
2005-02-24,0.0,Hokkaido
2005-02-25,37.0,Hokkaido
2005-02-26,0.0,Hokkaido
2005-02-27,65.0,Hokkaido
2005-02-28,0.0,Hokkaido
2005-03-01,35.0,Hokkaido
2005-03-02,0.0,Hokkaido
2005-03-03,34.0,Hokkaido
2005-03-04,0.0,Hokkaido
2005-03-05,0.0,Hokkaido
2005-03-06,0.0,Hokkaido
2005-03-07,0.0,Hokkaido
2005-03-08,0.0,Hokkaido
2005-03-09,0.0,Hokkaido
2005-03-10,69.0,Hokkaido
2005-03-11,0.0,Hokkaido
2005-03-12,0.0,Hokkaido
2005-03-13,0.0,Hokkaido
2005-03-14,32.0,Hokkaido
2005-03-15,34.0,Hokkaido
2005-03-16,0.0,Hokkaido
2005-03-17,67.0,Hokkaido
2005-03-18,100.0,Hokkaido
2005-03-19,0.0,Hokkaido
2005-03-20,42.0,Hokkaido
2005-03-21,0.0,Hokkaido
2005-03-22,69.0,Hokkaido
2005-03-23,0.0,Hokkaido
2005-03-24,0.0,Hokkaido
2005-03-25,0.0,Hokkaido
2005-03-26,0.0,Hokkaido
2005-03-27,0.0,Hokkaido
2005-03-28,0.0,Hokkaido
2005-03-29,0.0,Hokkaido
2005-03-30,0.0,Hokkaido
2005-03-31,36.0,Hokkaido
2005-04-01,0.0,Hokkaido
2005-04-02,0.0,Hokkaido
2005-04-03,0.0,Hokkaido
2005-04-04,0.0,Hokkaido
2005-04-05,0.0,Hokkaido
2005-04-06,0.0,Hokkaido
2005-04-07,0.0,Hokkaido
2005-04-08,34.0,Hokkaido
2005-04-09,43.0,Hokkaido
2005-04-10,0.0,Hokkaido
2005-04-11,35.0,Hokkaido
2005-04-12,34.0,Hokkaido
2005-04-13,0.0,Hokkaido
2005-04-14,0.0,Hokkaido
2005-04-15,0.0,Hokkaido
2005-04-16,0.0,Hokkaido
2005-04-17,40.0,Hokkaido
2005-04-18,0.0,Hokkaido
2005-04-19,0.0,Hokkaido
2005-04-20,0.0,Hokkaido
2005-04-21,0.0,Hokkaido
2005-04-22,35.0,Hokkaido
2005-04-23,0.0,Hokkaido
2005-04-24,41.0,Hokkaido
2005-04-25,33.0,Hokkaido
2005-04-26,0.0,Hokkaido
2005-04-27,0.0,Hokkaido
2005-04-28,0.0,Hokkaido
2005-04-29,39.0,Hokkaido
2005-04-30,0.0,Hokkaido
2005-05-01,0.0,Hokkaido
2005-05-02,0.0,Hokkaido
2005-05-03,43.0,Hokkaido
2005-05-04,0.0,Hokkaido
2005-05-05,0.0,Hokkaido
2005-05-06,0.0,Hokkaido
2005-05-07,37.0,Hokkaido
2005-05-08,0.0,Hokkaido
2005-05-09,30.0,Hokkaido
2005-05-10,0.0,Hokkaido
2005-05-11,31.0,Hokkaido
2005-05-12,0.0,Hokkaido
2005-05-13,0.0,Hokkaido
2005-05-14,40.0,Hokkaido
2005-05-15,35.0,Hokkaido
2005-05-16,0.0,Hokkaido
2005-05-17,0.0,Hokkaido
2005-05-18,0.0,Hokkaido
2005-05-19,0.0,Hokkaido
2005-05-20,0.0,Hokkaido
2005-05-21,0.0,Hokkaido
2005-05-22,40.0,Hokkaido
2005-05-23,59.0,Hokkaido
2005-05-24,0.0,Hokkaido
2005-05-25,32.0,Hokkaido
2005-05-26,0.0,Hokkaido
2005-05-27,0.0,Hokkaido
2005-05-28,0.0,Hokkaido
2005-05-29,40.0,Hokkaido
2005-05-30,0.0,Hokkaido
2005-05-31,0.0,Hokkaido
2005-06-01,0.0,Hokkaido
2005-06-02,96.0,Hokkaido
2005-06-03,31.0,Hokkaido
2005-06-04,36.0,Hokkaido
2005-06-05,0.0,Hokkaido
2005-06-06,0.0,Hokkaido
2005-06-07,30.0,Hokkaido
2005-06-08,0.0,Hokkaido
2005-06-09,30.0,Hokkaido
2005-06-10,0.0,Hokkaido
2005-06-11,0.0,Hokkaido
2005-06-12,0.0,Hokkaido
2005-06-13,59.0,Hokkaido
2005-06-14,31.0,Hokkaido
2005-06-15,0.0,Hokkaido
2005-06-16,0.0,Hokkaido
2005-06-17,0.0,Hokkaido
2005-06-18,0.0,Hokkaido
2005-06-19,40.0,Hokkaido
2005-06-20,0.0,Hokkaido
2005-06-21,0.0,Hokkaido
2005-06-22,59.0,Hokkaido
2005-06-23,0.0,Hokkaido
2005-06-24,33.0,Hokkaido
2005-06-25,37.0,Hokkaido
2005-06-26,75.0,Hokkaido
2005-06-27,0.0,Hokkaido
2005-06-28,0.0,Hokkaido
2005-06-29,31.0,Hokkaido
2005-06-30,0.0,Hokkaido
2005-07-01,32.0,Hokkaido
2005-07-02,0.0,Hokkaido
2005-07-03,51.0,Hokkaido
2005-07-04,0.0,Hokkaido
2005-07-05,0.0,Hokkaido
2005-07-06,0.0,Hokkaido
2005-07-07,0.0,Hokkaido
2005-07-08,0.0,Hokkaido
2005-07-09,0.0,Hokkaido
2005-07-10,0.0,Hokkaido
2005-07-11,0.0,Hokkaido
2005-07-12,0.0,Hokkaido
2005-07-13,0.0,Hokkaido
2005-07-14,0.0,Hokkaido
2005-07-15,0.0,Hokkaido
2005-07-16,0.0,Hokkaido
2005-07-17,0.0,Hokkaido
2005-07-18,0.0,Hokkaido
2005-07-19,0.0,Hokkaido
2005-07-20,0.0,Hokkaido
2005-07-21,0.0,Hokkaido
2005-07-22,0.0,Hokkaido
2005-07-23,0.0,Hokkaido
2005-07-24,0.0,Hokkaido
2005-07-25,38.0,Hokkaido
2005-07-26,0.0,Hokkaido
2005-07-27,0.0,Hokkaido
2005-07-28,0.0,Hokkaido
2005-07-29,0.0,Hokkaido
2005-07-30,0.0,Hokkaido
2005-07-31,0.0,Hokkaido
2005-08-01,0.0,Hokkaido
2005-08-02,0.0,Hokkaido
2005-08-03,0.0,Hokkaido
2005-08-04,0.0,Hokkaido
2005-08-05,0.0,Hokkaido
2005-08-06,0.0,Hokkaido
2005-08-07,0.0,Hokkaido
2005-08-08,0.0,Hokkaido
2005-08-09,0.0,Hokkaido
2005-08-10,0.0,Hokkaido
2005-08-11,0.0,Hokkaido
2005-08-12,0.0,Hokkaido
2005-08-13,0.0,Hokkaido
2005-08-14,0.0,Hokkaido
2005-08-15,0.0,Hokkaido
2005-08-16,0.0,Hokkaido
2005-08-17,0.0,Hokkaido
2005-08-18,37.0,Hokkaido
2005-08-19,0.0,Hokkaido
2005-08-20,0.0,Hokkaido
2005-08-21,0.0,Hokkaido
2005-08-22,0.0,Hokkaido
2005-08-23,0.0,Hokkaido
2005-08-24,0.0,Hokkaido
2005-08-25,0.0,Hokkaido
2005-08-26,0.0,Hokkaido
2005-08-27,0.0,Hokkaido
2005-08-28,0.0,Hokkaido
2005-08-29,0.0,Hokkaido
2005-08-30,0.0,Hokkaido
2005-08-31,0.0,Hokkaido
2005-09-01,0.0,Hokkaido
2005-09-02,0.0,Hokkaido
2005-09-03,47.0,Hokkaido
2005-09-04,0.0,Hokkaido
2005-09-05,0.0,Hokkaido
2005-09-06,0.0,Hokkaido
2005-09-07,0.0,Hokkaido
2005-09-08,0.0,Hokkaido
2005-09-09,40.0,Hokkaido
2005-09-10,0.0,Hokkaido
2005-09-11,0.0,Hokkaido
2005-09-12,73.0,Hokkaido
2005-09-13,0.0,Hokkaido
2005-09-14,0.0,Hokkaido
2005-09-15,39.0,Hokkaido
2005-09-16,0.0,Hokkaido
2005-09-17,0.0,Hokkaido
2005-09-18,0.0,Hokkaido
2005-09-19,0.0,Hokkaido
2005-09-20,0.0,Hokkaido
2005-09-21,0.0,Hokkaido
2005-09-22,0.0,Hokkaido
2005-09-23,0.0,Hokkaido
2005-09-24,0.0,Hokkaido
2005-09-25,0.0,Hokkaido
2005-09-26,0.0,Hokkaido
2005-09-27,0.0,Hokkaido
2005-09-28,0.0,Hokkaido
2005-09-29,41.0,Hokkaido
2005-09-30,0.0,Hokkaido
2005-10-01,46.0,Hokkaido
2005-10-02,0.0,Hokkaido
2005-10-03,0.0,Hokkaido
2005-10-04,0.0,Hokkaido
2005-10-05,0.0,Hokkaido
2005-10-06,0.0,Hokkaido
2005-10-07,0.0,Hokkaido
2005-10-08,0.0,Hokkaido
2005-10-09,0.0,Hokkaido
2005-10-10,0.0,Hokkaido
2005-10-11,0.0,Hokkaido
2005-10-12,0.0,Hokkaido
2005-10-13,0.0,Hokkaido
2005-10-14,0.0,Hokkaido
2005-10-15,0.0,Hokkaido
2005-10-16,0.0,Hokkaido
2005-10-17,0.0,Hokkaido
2005-10-18,0.0,Hokkaido
2005-10-19,0.0,Hokkaido
2005-10-20,38.0,Hokkaido
2005-10-21,0.0,Hokkaido
2005-10-22,0.0,Hokkaido
2005-10-23,0.0,Hokkaido
2005-10-24,0.0,Hokkaido
2005-10-25,0.0,Hokkaido
2005-10-26,0.0,Hokkaido
2005-10-27,0.0,Hokkaido
2005-10-28,0.0,Hokkaido
2005-10-29,0.0,Hokkaido
2005-10-30,0.0,Hokkaido
2005-10-31,0.0,Hokkaido
2005-11-01,0.0,Hokkaido
2005-11-02,0.0,Hokkaido
2005-11-03,0.0,Hokkaido
2005-11-04,0.0,Hokkaido
2005-11-05,0.0,Hokkaido
2005-11-06,0.0,Hokkaido
2005-11-07,0.0,Hokkaido
2005-11-08,0.0,Hokkaido
2005-11-09,87.0,Hokkaido
2005-11-10,0.0,Hokkaido
2005-11-11,0.0,Hokkaido
2005-11-12,0.0,Hokkaido
2005-11-13,0.0,Hokkaido
2005-11-14,0.0,Hokkaido
2005-11-15,0.0,Hokkaido
2005-11-16,36.0,Hokkaido
2005-11-17,0.0,Hokkaido
2005-11-18,0.0,Hokkaido
2005-11-19,0.0,Hokkaido
2005-11-20,0.0,Hokkaido
2005-11-21,0.0,Hokkaido
2005-11-22,0.0,Hokkaido
2005-11-23,0.0,Hokkaido
2005-11-24,0.0,Hokkaido
2005-11-25,0.0,Hokkaido
2005-11-26,0.0,Hokkaido
2005-11-27,0.0,Hokkaido
2005-11-28,0.0,Hokkaido
2005-11-29,0.0,Hokkaido
2005-11-30,0.0,Hokkaido
2005-12-01,36.0,Hokkaido
2005-12-02,0.0,Hokkaido
2005-12-03,0.0,Hokkaido
2005-12-04,0.0,Hokkaido
2005-12-05,0.0,Hokkaido
2005-12-06,0.0,Hokkaido
2005-12-07,0.0,Hokkaido
2005-12-08,37.0,Hokkaido
2005-12-09,0.0,Hokkaido
2005-12-10,0.0,Hokkaido
2005-12-11,0.0,Hokkaido
2005-12-12,0.0,Hokkaido
2005-12-13,0.0,Hokkaido
2005-12-14,0.0,Hokkaido
2005-12-15,0.0,Hokkaido
2005-12-16,0.0,Hokkaido
2005-12-17,0.0,Hokkaido
2005-12-18,0.0,Hokkaido
2005-12-19,0.0,Hokkaido
2005-12-20,0.0,Hokkaido
2005-12-21,0.0,Hokkaido
2005-12-22,0.0,Hokkaido
2005-12-23,0.0,Hokkaido
2005-12-24,0.0,Hokkaido
2005-12-25,47.0,Hokkaido
2005-12-26,0.0,Hokkaido
2005-12-27,0.0,Hokkaido
2005-12-28,0.0,Hokkaido
2005-12-29,0.0,Hokkaido
2005-12-30,100.0,Hokkaido
2005-12-31,0.0,Hokkaido
2006-01-01,0.0,Hokkaido
2006-01-02,0.0,Hokkaido
2006-01-03,0.0,Hokkaido
2006-01-04,0.0,Hokkaido
2006-01-05,0.0,Hokkaido
2006-01-06,0.0,Hokkaido
2006-01-07,0.0,Hokkaido
2006-01-08,0.0,Hokkaido
2006-01-09,34.0,Hokkaido
2006-01-10,0.0,Hokkaido
2006-01-11,0.0,Hokkaido
2006-01-12,0.0,Hokkaido
2006-01-13,0.0,Hokkaido
2006-01-14,0.0,Hokkaido
2006-01-15,0.0,Hokkaido
2006-01-16,0.0,Hokkaido
2006-01-17,0.0,Hokkaido
2006-01-18,0.0,Hokkaido
2006-01-19,0.0,Hokkaido
2006-01-20,0.0,Hokkaido
2006-01-21,0.0,Hokkaido
2006-01-22,0.0,Hokkaido
2006-01-23,0.0,Hokkaido
2006-01-24,29.0,Hokkaido
2006-01-25,0.0,Hokkaido
2006-01-26,0.0,Hokkaido
2006-01-27,0.0,Hokkaido
2006-01-28,0.0,Hokkaido
2006-01-29,0.0,Hokkaido
2006-01-30,0.0,Hokkaido
2006-01-31,0.0,Hokkaido
2006-02-01,0.0,Hokkaido
2006-02-02,27.0,Hokkaido
2006-02-03,0.0,Hokkaido
2006-02-04,0.0,Hokkaido
2006-02-05,0.0,Hokkaido
2006-02-06,0.0,Hokkaido
2006-02-07,0.0,Hokkaido
2006-02-08,0.0,Hokkaido
2006-02-09,0.0,Hokkaido
2006-02-10,29.0,Hokkaido
2006-02-11,0.0,Hokkaido
2006-02-12,0.0,Hokkaido
2006-02-13,0.0,Hokkaido
2006-02-14,27.0,Hokkaido
