date,raw_daily,raw_weekly,symptoms_harmonized_daily
2017.01.07,67,62,47.456936
2017.01.08,67,56,45.481312
2017.01.09,64,56,43.444836
2017.01.10,71,56,48.196617
2017.01.11,71,56,48.196617
2017.01.12,69,56,46.838963
2017.01.13,70,56,47.517792
2017.01.14,63,56,42.76601
2017.01.15,60,55,40.86248
2017.01.16,69,55,46.991852
2017.01.17,75,55,51.078098
2017.01.18,71,55,48.353935
2017.01.19,68,55,46.31081
2017.01.20,60,55,40.86248
2017.01.21,62,55,42.224564
2017.01.22,67,59,45.981735
2017.01.23,71,59,48.726913
2017.01.24,70,59,48.040619
2017.01.25,73,59,50.099503
2017.01.26,75,59,51.472092
2017.01.27,72,59,49.413208
2017.01.28,67,59,45.981735
2017.01.29,77,60,53.20295
2017.01.30,70,60,48.366318
2017.01.31,70,60,48.366318
2017.02.01,76,60,52.512001
2017.02.02,71,60,49.057266
2017.02.03,71,60,49.057266
2017.02.04,65,60,44.911579
2017.02.05,65,57,44.72327
2017.02.06,81,57,55.732079
2017.02.07,66,57,45.41132
2017.02.08,69,57,47.475471
2017.02.09,64,57,44.035221
2017.02.10,64,57,44.035221
2017.02.11,68,57,46.787422
2017.02.12,66,54,45.002491
2017.02.13,71,54,48.411774
2017.02.14,65,54,44.320637
2017.02.15,64,54,43.638779
2017.02.16,65,54,44.320637
2017.02.17,61,54,41.593212
2017.02.18,64,54,43.638779
2017.02.19,63,55,42.998077
2017.02.20,69,55,47.093132
2017.02.21,79,55,53.918224
2017.02.22,69,55,47.093132
2017.02.23,63,55,42.998077
2017.02.24,62,55,42.315567
2017.02.25,59,55,40.26804
2017.02.26,68,60,46.427299
2017.02.27,77,60,52.57209
2017.02.28,72,60,49.158314
2017.03.01,67,60,45.744545
2017.03.02,72,60,49.158314
2017.03.03,69,60,47.11005
2017.03.04,81,60,55.303108
2017.03.05,85,69,58.324787
2017.03.06,93,69,63.814182
2017.03.07,87,69,59.69714
2017.03.08,79,69,54.207745
2017.03.09,80,69,54.893921
2017.03.10,74,69,50.776875
2017.03.11,81,69,55.580093
2017.03.12,85,70,58.363678
2017.03.13,76,70,52.183994
2017.03.14,89,70,61.110203
2017.03.15,84,70,57.677044
2017.03.16,80,70,54.930519
2017.03.17,84,70,57.677044
2017.03.18,89,70,61.110203
2017.03.19,100,69,68.02993
2017.03.20,99,69,67.349625
2017.03.21,85,69,57.825439
2017.03.22,78,69,53.063343
2017.03.23,77,69,52.383041
2017.03.24,76,69,51.702744
2017.03.25,69,69,46.940647
2017.03.26,68,55,46.61153
2017.03.27,70,55,47.982456
2017.03.28,67,55,45.926067
2017.03.29,60,55,41.127823
2017.03.30,67,55,45.926067
2017.03.31,68,55,46.61153
2017.04.01,62,55,42.498749
2017.04.02,63,55,43.466465
2017.04.03,63,55,43.466465
2017.04.04,66,55,45.536297
2017.04.05,70,55,48.296074
2017.04.06,71,55,48.986015
2017.04.07,69,55,47.606129
2017.04.08,57,55,39.326801
2017.04.09,60,64,41.875599
2017.04.10,76,64,53.042427
2017.04.11,65,64,45.365231
2017.04.12,60,64,41.875599
2017.04.13,79,64,55.136208
2017.04.14,99,64,69.094742
2017.04.15,89,64,62.115475
2017.04.16,69,60,47.203339
2017.04.17,67,60,45.835125
2017.04.18,62,60,42.414593
2017.04.19,76,60,51.992081
2017.04.20,85,60,58.14904
2017.04.21,74,60,50.623871
2017.04.22,72,60,49.255657
2017.04.23,86,63,59.308502
2017.04.24,80,63,55.1707
2017.04.25,73,63,50.343266
2017.04.26,75,63,51.72253
2017.04.27,71,63,48.963997
2017.04.28,70,63,48.274364
2017.04.29,71,63,48.963997
2017.04.30,78,62,54.279106
2017.05.01,79,62,54.974987
2017.05.02,80,62,55.670879
2017.05.03,68,62,47.320244
2017.05.04,67,62,46.624359
2017.05.05,65,62,45.232586
2017.05.06,76,62,52.887333
2017.05.07,72,61,49.683052
2017.05.08,95,61,65.554031
2017.05.09,88,61,60.723732
2017.05.10,71,61,48.993011
2017.05.11,72,61,49.683052
2017.05.12,61,61,42.092587
2017.05.13,50,61,34.502121
2017.05.14,58,58,39.529713
2017.05.15,66,58,44.982086
2017.05.16,74,58,50.43446
2017.05.17,75,58,51.116009
2017.05.18,68,58,46.345181
2017.05.19,69,58,47.026726
2017.05.20,80,58,54.523739
2017.05.21,83,55,56.526432
2017.05.22,78,55,53.121223
2017.05.23,64,55,43.586647
2017.05.24,64,55,43.586647
2017.05.25,62,55,42.224564
2017.05.26,50,55,34.052067
2017.05.27,64,55,43.586647
2017.05.28,69,50,48.688084
2017.05.29,61,50,43.043091
2017.05.30,55,50,38.809341
2017.05.31,57,50,40.220592
2017.06.01,51,50,35.986843
2017.06.02,51,50,35.986843
2017.06.03,64,50,45.159962
2017.06.04,76,51,53.648079
2017.06.05,72,51,50.824497
2017.06.06,59,51,41.64785
2017.06.07,55,51,38.824268
2017.06.08,47,51,33.177101
2017.06.09,56,51,39.530167
2017.06.10,51,51,36.000687
2017.06.11,54,48,37.311161
2017.06.12,59,48,40.7659
2017.06.13,61,48,42.147793
2017.06.14,63,48,43.52969
2017.06.15,51,48,35.238319
2017.06.16,54,48,37.311161
2017.06.17,58,48,40.074951
2017.06.18,56,41,37.450787
2017.06.19,55,41,36.782024
2017.06.20,51,41,34.106968
2017.06.21,48,41,32.100674
2017.06.22,44,41,29.425617
2017.06.23,48,41,32.100674
2017.06.24,51,41,34.106968
2017.06.25,46,37,31.612701
2017.06.26,44,37,30.238237
2017.06.27,53,37,36.423332
2017.06.28,46,37,31.612701
2017.06.29,43,37,29.551004
2017.06.30,41,37,28.17654
2017.07.01,37,37,25.427608
2017.07.02,45,36,32.614651
2017.07.03,39,36,28.266029
2017.07.04,40,36,28.990801
2017.07.05,40,36,28.990801
2017.07.06,40,36,28.990801
